nama_skpd,nama_urusan,nama_program,nilai_anggaran,nilai_spj
Kelurahan Pekayon - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,60000000,34911000
Kelurahan Pekayon - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,3586589000,2434622500
Kelurahan Pekayon - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,70000000,67172000
Kelurahan Pekojan - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",332501000,242998225
Kelurahan Pekojan - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,2551400000,1408941900
Kelurahan Pekojan - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,1721312000,1195993650
Kelurahan Pekojan - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,70000000,69701900
Kelurahan Pela Mampang - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",548473300,366345360
Kelurahan Pela Mampang - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,40519000,0
Kelurahan Pela Mampang - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,4361635200,2911392474
Kelurahan Pela Mampang - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,156620000,112345452
Kelurahan Penggilingan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",481000000,371623773
Kelurahan Penggilingan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,235000000,176211000
Kelurahan Penggilingan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kinerja Pemerintahan Kota/Kabupaten Administrasi,394000000,233175100
Kelurahan Penggilingan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,25596000
Kelurahan Penggilingan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,5413878000,3986127400
Kelurahan Penggilingan - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,50000000,49163400
Kelurahan Penjaringan - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",621218000,404969797
Kelurahan Penjaringan - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,7393162000,4992305363
Kelurahan Penjaringan - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,63250000,63077000
Kelurahan Pesanggrahan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan kesejahteraan masyarakat,29262000,20337000
Kelurahan Pesanggrahan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",457460000,314354847
Kelurahan Pesanggrahan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,260431000,5600000
Kelurahan Pesanggrahan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kinerja Pemerintahan Kota/Kabupaten Administrasi,40000000,39415000
Kelurahan Pesanggrahan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,2490480000,1890826100
Kelurahan Pesanggrahan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,40000000,39195017
Kelurahan Petamburan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",393850000,293199179
Kelurahan Petamburan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,374680000,338664400
Kelurahan Petamburan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,3718579000,3099655820
Kelurahan Petogogan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",804500000,494842615
Kelurahan Petogogan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,178910000,32400000
Kelurahan Petogogan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,2424737000,1123199200
Kelurahan Petogogan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,65000000,64570000
Kelurahan Petojo Selatan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",389810000,294106318
Kelurahan Petojo Selatan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,81300000,61336900
Kelurahan Petojo Selatan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,2914992000,2301204025
Kelurahan Petojo Selatan - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,55000000,54010000
Kelurahan Petojo Utara - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",439100000,356664481
Kelurahan Petojo Utara - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,29090000,16604500
Kelurahan Petojo Utara - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,3154755000,2498064400
Kelurahan Petojo Utara - JAKPUS,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,64000000,62331500
Kelurahan Petukangan Selatan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",652143050,370684038
Kelurahan Petukangan Selatan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan dan kesejahteraan pegawai,19800000,0
Kelurahan Petukangan Selatan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,99195000,67266150
Kelurahan Petukangan Selatan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,37838000,27195800
Kelurahan Petukangan Selatan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,2701961950,1730829185
Kelurahan Petukangan Selatan - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,51100000,0
Kelurahan Petukangan Utara - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan kesejahteraan masyarakat,249000000,153944525
Kelurahan Petukangan Utara - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan pembangunan,23000000,15725000
Kelurahan Petukangan Utara - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",931964000,609135263
Kelurahan Petukangan Utara - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,25000000,0
Kelurahan Petukangan Utara - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kinerja penanggulangan bencana,45000000,0
Kelurahan Petukangan Utara - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,3304100000,2265920365
Kelurahan Pinang Ranti - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",498394000,358156806
Kelurahan Pinang Ranti - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,208874000,130770800
Kelurahan Pinang Ranti - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,29858000
Kelurahan Pinang Ranti - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,2114505000,1647946550
Kelurahan Pinang Ranti - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,50000000,47024550
Kelurahan Pinangsia - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",490490000,389192337
Kelurahan Pinangsia - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,66690000,61892500
Kelurahan Pinangsia - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,2405300000,2068062400
Kelurahan Pinangsia - JAKBAR,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,98000000,97399700
Kelurahan Pisangan Baru - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",395000000,278770678
Kelurahan Pisangan Baru - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,186500000,152907900
Kelurahan Pisangan Baru - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,29896700
Kelurahan Pisangan Baru - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,4478908000,3309706855
Kelurahan Pisangan Baru - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,36500000,0
Kelurahan Pisangan Timur - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",430815000,280670243
Kelurahan Pisangan Timur - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,315034000,87287000
Kelurahan Pisangan Timur - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,29250000
Kelurahan Pisangan Timur - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,5321822000,3437992125
Kelurahan Pisangan Timur - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,272636000,258256130
Kelurahan Pluit - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",490048000,289873428
Kelurahan Pluit - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,6353161000,4270705625
Kelurahan Pluit - JAKUT,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,33400000,33368630
Kelurahan Pondok Bambu - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",73000000,10000000
Kelurahan Pondok Bambu - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,509760000,304760706
Kelurahan Pondok Bambu - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,29952550
Kelurahan Pondok Bambu - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,4551200000,2270903528
Kelurahan Pondok Bambu - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,196300000,163562140
Kelurahan Pondok Kelapa - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",375029000,231004000
Kelurahan Pondok Kelapa - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,304104000,101505848
Kelurahan Pondok Kelapa - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,29778500
Kelurahan Pondok Kelapa - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,4586092000,2572675650
Kelurahan Pondok Kelapa - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,181500000,139643000
Kelurahan Pondok Kopi - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",270107000,148525804
Kelurahan Pondok Kopi - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,95610000,48173950
Kelurahan Pondok Kopi - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,29999000
Kelurahan Pondok Kopi - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,3838018000,2629477070
Kelurahan Pondok Kopi - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,35000000,33966900
Kelurahan Pondok Labu - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",617255000,154171911
Kelurahan Pondok Labu - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,50000000,0
Kelurahan Pondok Labu - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,3458432000,1464218925
Kelurahan Pondok Pinang - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",600998000,414293887
Kelurahan Pondok Pinang - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,404750000,13600000
Kelurahan Pondok Pinang - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,4829069550,3432044367
Kelurahan Pondok Rangon - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",468020000,379541902
Kelurahan Pondok Rangon - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,170000000,165169000
Kelurahan Pondok Rangon - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,29975000
Kelurahan Pondok Rangon - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,2437485000,1930685050
Kelurahan Pondok Rangon - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,55000000,0
Kelurahan Pulo - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",525656000,344263721
Kelurahan Pulo - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,311216500,230940870
Kelurahan Pulo - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,1743227500,1206678850
Kelurahan Pulo - JAKSEL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,102060000,101204124
Kelurahan Pulo Gebang - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",691000000,346024660
Kelurahan Pulo Gebang - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kapasitas aparatur kelurahan,35000000,0
Kelurahan Pulo Gebang - JAKTIM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,30000000,10000000
