nama_skpd,nama_urusan,nama_program,nilai_anggaran,nilai_spj
BADAN KEPEGAWAIAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program kaderisasi aparat Pemerintah Provinsi,786725000,476945800
BADAN KEPEGAWAIAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program pembinaan dan pengembangan aparatur,3884510583,1728208290
BADAN KEPEGAWAIAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",8369975799,4035123671
BADAN KEPEGAWAIAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program penetapan dan evaluasi kinerja,44000000,34375000
BADAN KEPEGAWAIAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan dan kesejahteraan pegawai,1241130802,572634950
BADAN KEPEGAWAIAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pencatatan aset daerah,105000000,81614850
BADAN KEPEGAWAIAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pengelolaan SDM SKPD,2494775000,355289560
BADAN KEPEGAWAIAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,100000000,0
BADAN KESATUAN BANGSA DAN POLITIK,Kesatuan Bangsa dan Politik Dalam Negeri,Program pencegahan dan penanggulangan konflik,14850000000,6693029500
BADAN KESATUAN BANGSA DAN POLITIK,Kesatuan Bangsa dan Politik Dalam Negeri,Program pendidikan politik masyarakat,26975000000,10721937000
BADAN KESATUAN BANGSA DAN POLITIK,Kesatuan Bangsa dan Politik Dalam Negeri,Program penerapan prinsip good governance dalam penyelenggaraan urusan Kesatuan Bangsa Dan Politik Dalam Negeri,4384380000,1351465687
BADAN KESATUAN BANGSA DAN POLITIK,Kesatuan Bangsa dan Politik Dalam Negeri,Program pengembangan wawasan kebangsaan,13705000000,7428639000
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Keluarga Berencana dan Keluarga Sejahtera,Penerapan prinsip kaidah good governance dalam penyelenggaraan urusan Keluarga Berencana,525099000,335807600
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Keluarga Berencana dan Keluarga Sejahtera,Program Keluarga Berencana (KB),14636818900,6924292083
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Keluarga Berencana dan Keluarga Sejahtera,Program kesehatan reproduksi remaja,1250000000,979100460
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Keluarga Berencana dan Keluarga Sejahtera,Program pelaksanaan SPM lain urusan Keluarga Berencana dan Keluarga Sejahtera,1095027400,703697870
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Keluarga Berencana dan Keluarga Sejahtera,Program pelayanan kontrasepsi,27456000,15430660
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Keluarga Berencana dan Keluarga Sejahtera,Program pembinaan peran serta masyarakat dalam pelayanan KB/KR yang mandiri,359239900,184294840
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Keluarga Berencana dan Keluarga Sejahtera,Program pengembangan model operasional BKB (Bina Keluarga Balita)-Posyandu,395000000,199284870
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Masyarakat dan Desa (RW),Program pembangunan sarana dan prasarana Pemberdayaan Masyarakat dan Desa (RW),12190160051,1484538603
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Masyarakat dan Desa (RW),Program penerapan kaidah good governance dalam penyelenggaraan urusan Pemberdayaan Masyarakat Dan Desa (RW),1053517035,652243452
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Masyarakat dan Desa (RW),Program peningkatan keberdayaan masyarakat kelurahan,12723358150,6325993205
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Masyarakat dan Desa (RW),Program peningkatan partisipasi masyarakat dalam membangun kelurahan,4820000000,0
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Masyarakat dan Desa (RW),"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pemberdayaan Masyarakat.",2247266310,1583063040
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Perempuan dan Perlindungan Anak,Penerapan prinsip good governance dalam penyelenggaraan urusan Pemberdayaan Perempuan dan Perlindungan Anak,562388000,0
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Perempuan dan Perlindungan Anak,Program Pemberdayaan Perempuan dalam ekonomi keluarga dan masyarakat,7745783500,2102561340
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Perempuan dan Perlindungan Anak,Program kebijakan tentang keserasian peningkatan kualitas anak dan perempuan,2280000000,1164486210
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Perempuan dan Perlindungan Anak,Program penguatan kelembagaan pengarusutamaan gender dan anak,1034000000,798896230
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Perempuan dan Perlindungan Anak,Program peningkatan kualitas perlindungan perempuan,1021000000,345789300
"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pemberdayaan Perempuan dan Perlindungan Anak,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pemberdayaan Perempuan dan Perlindungan Anak",3270000000,98997750
BADAN PENANAMAN MODAL DAN PROMOSI,Penanaman Modal,Program penerapan prinsip good governance dalam penyelenggaraan urusan Penanaman Modal,3838784286,1647434265
BADAN PENANAMAN MODAL DAN PROMOSI,Penanaman Modal,Program peningkatan investasi,3140000000,1185407843
BADAN PENANAMAN MODAL DAN PROMOSI,Penanaman Modal,Program peningkatan kinerja BUMD,1800000000,115767500
BADAN PENANAMAN MODAL DAN PROMOSI,Penanaman Modal,Program peningkatan promosi investasi,5824800000,1250949522
BADAN PENANAMAN MODAL DAN PROMOSI,Penanaman Modal,Program peningkatan sarana prasarana penanaman modal,2652972000,1178702000
BADAN PENANAMAN MODAL DAN PROMOSI,Penanaman Modal,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Penanaman Modal",500000000,0
BADAN PENDIDIKAN DAN PELATIHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program kaderisasi aparat Pemerintah Provinsi,12891865000,8441795000
BADAN PENDIDIKAN DAN PELATIHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program pelaksanaan SPM lain urusan Otonomi Daerah dan Pemerintahan Umum,256702550,139151250
BADAN PENDIDIKAN DAN PELATIHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program penataan aset daerah,530950500,204450000
BADAN PENDIDIKAN DAN PELATIHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program pendidikan dan pelatihan,14056606300,8127711974
BADAN PENDIDIKAN DAN PELATIHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",5406137452,3365850684
BADAN PENDIDIKAN DAN PELATIHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kemampuan aparatur dalam menegakan peraturan,170857500,108561250
BADAN PENDIDIKAN DAN PELATIHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kerjasama antar daerah,265753000,124499050
BADAN PENDIDIKAN DAN PELATIHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan sarana dan prasarana aparatur,175000000,0
BADAN PENGELOLA KEUANGAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan keuangan,8185000000,3363457459
BADAN PENGELOLA KEUANGAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program penataan aset daerah,71561469000,11953267245
BADAN PENGELOLA KEUANGAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",114613499666,14953471378
BADAN PENGELOLA KEUANGAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan dan pengembangan pengelolaan keuangan daerah,32275000000,13720034278
BADAN PENGELOLA KEUANGAN DAERAH,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",2271825000,0
BADAN PENGELOLA KEUANGAN DAERAH,Pertanahan,Program sertifikasi tanah milik Pemda,2100000000,362988960
BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Lingkungan Hidup,Program Implementasi Rencana Aksi Nasional terhadap Perubahan iklim (Dedicated),100000000,52254900
BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Lingkungan Hidup,Program Penelitian Antisipasi terhadap Dampak Perubahan Iklim di Jakarta (Dedicated),381848700,3800000
BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Lingkungan Hidup,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,4573553690,2409530148
BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Lingkungan Hidup,Program pengendalian pencemaran dan perusakan Lingkungan Hidup,8582867658,4632078659
BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Lingkungan Hidup,Program peningkatan peran serta masyarakat dalam pengelolaan Lingkungan Hidup,1050000000,957557995
BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Lingkungan Hidup,Program peningkatan sarana dan prasarana Lingkungan Hidup,2910000000,1595584806
BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Lingkungan Hidup,Program rehabilitasi dan pemulihan Lingkungan Hidup dan Sumber Daya Alam,8040428000,6566805600
BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Lingkungan Hidup,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Lingkungan Hidup",500000000,486480150
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program pelaksanaan SPM lain urusan Perencanaan Pembangunan,150000000,13950000
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program penelitian dan pengembangan daerah,1030000000,465080800
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perencanaan Pembangunan,9011888000,4030111052
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program pengelolaan data perencanaan pembangunan,1250000000,311148300
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program pengelolaan perencanaan pembangunan daerah,6875000000,2753000400
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program peningkatan kapasitas SDM Perencana Pembangunan,800000000,675490000
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program perencanaan pembangunan aparatur,850000000,318352200
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program perencanaan pembangunan kesejahteraan rakyat,2475680000,1290044900
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program perencanaan pembangunan lingkungan hidup,1050000000,218165750
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program perencanaan pembangunan perekonomian,43100000000,1073923750
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program perencanaan pembangunan sarana prasarana kota,2400000000,676408560
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,Program perencanaan pembangunan tatapraja,600000000,78612000
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Perencanaan Pembangunan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perencanaan Pembangunan",1450000000,796276150
BADAN PERENCANAAN PEMBANGUNAN DAERAH,Statistik,Program pengembangan Statistik Daerah,3000000000,2392694850
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Kearsipan,Program pelaksanaan SPM lain urusan Kearsipan,5933182940,2072878522
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Kearsipan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kearsipan,4602300000,2396194670
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Kearsipan,Program pengembangan kapasitas penyimpanan arsip daerah,100000000,0
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Kearsipan,Program peningkatan pelayanan arsip daerah,6255000000,150401300
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Kearsipan,Program peningkatan sarana dan prasarana Kearsipan,77298737535,1974819094
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Kearsipan,Program penyelamatan arsip daerah,3154579900,851861527
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Perpustakaan,Program pelaksanaan SPM lain urusan perpustakaan,11671316497,1046124655
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Perpustakaan,Program pemberdayaan komunitas perpustakaan dalam pengelolaan perpustakaan,7200000000,253618425
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Perpustakaan,Program penerapan kaidah good governance dalam penyelenggaraan urusan perpustakaan,6845072000,3501483245
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Perpustakaan,Program pengembangan perpustakaan Jakarta,54142381000,13488975550
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Perpustakaan,Program peningkatan sarana dan prasarana perpustakaan,31386180000,1443065888
BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Perpustakaan,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi perpustakaan",900000000,87426800
BIRO HUKUM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program pelayanan dan bantuan hukum,3455000000,1694715700
BIRO HUKUM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program penataan dan penyusunan peraturan perundang-undangan daerah (Legislasi Daerah),1350000000,511590160
BIRO HUKUM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",1095000000,676322735
BIRO HUKUM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kesadaran hukum dan Hak Azasi Manusia (HAM),1858250000,1240269020
BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program keprotokolan daerah,10550995000,5230640207
BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",17198740400,7413822723
BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kerjasama antar daerah,6346765000,1927026468
BIRO KESEJAHTERAAN SOSIAL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan kesejahteraan masyarakat,7880000000,5135420300
BIRO KESEJAHTERAAN SOSIAL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",1325000000,1136125300
BIRO ORGANISASI DAN TATA LAKSANA,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program penataan kelembagaan dan ketatalaksanaan,5216046000,3575182310
BIRO ORGANISASI DAN TATA LAKSANA,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",1559200000,1321395574
BIRO ORGANISASI DAN TATA LAKSANA,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kecamatan,250000000,182719150
BIRO PENDIDIKAN DAN MENTAL SPIRITUAL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan kesejahteraan masyarakat,4449475000,2581031850
BIRO PENDIDIKAN DAN MENTAL SPIRITUAL,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",1846516000,1690475440
BIRO PENDIDIKAN DAN MENTAL SPIRITUAL,Sosial,Program pembinaan lembaga mental spritual,22143707440,18359995560
BIRO PEREKONOMIAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan perekonomian,4729400000,3139934962
BIRO PEREKONOMIAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",1285000000,1025395144
BIRO PRASARANA DAN SARANA KOTA,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan pembangunan,4120020000,2526078450
BIRO PRASARANA DAN SARANA KOTA,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",879980000,376936800
BIRO TATA PEMERINTAHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan pemerintahan,1500000000,0
BIRO TATA PEMERINTAHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",3367000000,1466020495
BIRO TATA PEMERINTAHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan kerjasama antar daerah,1530000000,685724450
BIRO TATA PEMERINTAHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan koordinasi Pemerintahan Kota/Kabupaten Administrasi,750000000,137826500
BIRO TATA PEMERINTAHAN,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program peningkatan pelayanan Pemerintahan Kelurahan,1221000000,608162300
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Lingkungan Hidup,Program pengendalian pencemaran dan perusakan Lingkungan Hidup,125000000,93570000
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Lingkungan Hidup,Program peningkatan kualitas ruang terbuka hijau,150000000,111710000
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program koordinasi kebijakan kesejahteraan masyarakat,80000000,53385000
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",170000000,125500000
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Pekerjaan Umum,Program Peningkatan Kinerja Pengelolaan Air Limbah,400000000,282700000
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Pekerjaan Umum,Program peningkatan kebersihan kota,200000000,153000000
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Pekerjaan Umum,Program peningkatan kinerja pengelolaan persampahan,400000000,281713254
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Penataan Ruang,Penataan dan pengawasan bangunan,200000000,138640000
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Penataan Ruang,Program Peningkatan Pelayanan Ketatakotaan,3680000000,2272471500
BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Penataan Ruang,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,949000000,747559195
BIRO UMUM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Program pelayanan Kerumahtanggaan dan Persandian,82210454058,21782639502
BIRO UMUM,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian","Program penerapan prinsip good governance dalam penyelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",946700000,29500000
BLUD Akademi Keperawatan (AKPER) Jayakarta,Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,5092195000,3712086897
BLUD Akademi Keperawatan (AKPER) Jayakarta,Kesehatan,Program peningkatan mutu pelayanan kesehatan,39435000,37635000
BLUD Akademi Keperawatan (AKPER) Jayakarta,Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,828840000,403198900
BLUD Ambulan Gawat Darurat (AGD),Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,65349000,64849000
BLUD Ambulan Gawat Darurat (AGD),Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,23463471500,16076887382
BLUD Ambulan Gawat Darurat (AGD),Kesehatan,Program peningkatan mutu pelayanan kesehatan,539515000,198965000
BLUD Ambulan Gawat Darurat (AGD),Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,12030959100,2645004440
BLUD Ambulan Gawat Darurat (AGD),"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Peningkatan peran pusat pengendalian bencana (kesehatan);,258907000,38435000
BLUD Laboratorium Kesehatan Daerah,Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,300000000,158311500
BLUD Laboratorium Kesehatan Daerah,Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,6664776000,3580988241
BLUD Laboratorium Kesehatan Daerah,Kesehatan,Program peningkatan mutu pelayanan kesehatan,197685000,38796594
BLUD Laboratorium Kesehatan Daerah,Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,13443379000,1404415850
BLUD Pengelola Kawasan PPUMKMP Pulo Gadung,Penanaman Modal,Program pelaksanaan SPM lain urusan Penanaman Modal,6353732678,1854164122
BLUD Pengelola Kawasan PPUMKMP Pulo Gadung,Penanaman Modal,Program penerapan prinsip good governance dalam penyelenggaraan urusan Penanaman Modal,6633233722,3032096907
BLUD Pengelola Kawasan PPUMKMP Pulo Gadung,Penanaman Modal,Program peningkatan sarana prasarana penanaman modal,3811187600,817381983
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,121047000,51819500
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program pencegahan dan penanggulangan penyakit menular,1048935000,693562280
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program pencegahan penyakit tidak menular,22748000,12540000
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,10313875190,5696588337
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program pengembangan lingkungan sehat,58048000,21257643
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program peningkatan gizi masyarakat,110872000,107790400
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program peningkatan kesehatan anak balita,206410000,187175000
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program peningkatan mutu pelayanan kesehatan,487900000,428979200
BLUD Puskesmas Kec. CAKUNG - JAKTIM,Kesehatan,Program peningkatan sarana dan prasarana Kesehatan,2271515000,1456251900
